Curs,Estudi,Codi àrea territorial,Àrea territorial,Codi comarca,Comarca,Codi municipi,Municipi,Codi districte,Districte,Naturalesa,Titularitat,Nivell,Sexe,Concert,Resultat de l'avaluació,Alumnes avaluats
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43013,L'AMETLLA DE MAR,4301300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,NO PROMOCIONEN,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43013,L'AMETLLA DE MAR,4301300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN AMB PENDENTS,13
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43013,L'AMETLLA DE MAR,4301300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN SENSE PENDENTS,15
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN AMB PENDENTS,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN SENSE PENDENTS,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN AMB PENDENTS,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN SENSE PENDENTS,11
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN AMB PENDENTS,6
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN SENSE PENDENTS,16
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN AMB PENDENTS,14
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN SENSE PENDENTS,13
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN AMB PENDENTS,9
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN SENSE PENDENTS,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN AMB PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN SENSE PENDENTS,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN AMB PENDENTS,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN SENSE PENDENTS,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN AMB PENDENTS,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43104,EL PERELLÓ,4310400,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN SENSE PENDENTS,15
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN AMB PENDENTS,11
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN SENSE PENDENTS,35
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN AMB PENDENTS,20
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN SENSE PENDENTS,37
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN AMB PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN SENSE PENDENTS,32
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN AMB PENDENTS,17
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN SENSE PENDENTS,33
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN AMB PENDENTS,16
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN SENSE PENDENTS,43
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,NO PROMOCIONEN,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN AMB PENDENTS,21
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN SENSE PENDENTS,34
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,NO PROMOCIONEN,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN AMB PENDENTS,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN SENSE PENDENTS,44
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,NO PROMOCIONEN,13
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN AMB PENDENTS,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43133,ROQUETES,4313300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN SENSE PENDENTS,31
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,1,DONA,SI,PROMOCIONEN SENSE PENDENTS,32
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,1,HOME,SI,PROMOCIONEN AMB PENDENTS,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,1,HOME,SI,PROMOCIONEN SENSE PENDENTS,44
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,2,DONA,SI,PROMOCIONEN AMB PENDENTS,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,2,DONA,SI,PROMOCIONEN SENSE PENDENTS,46
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,2,HOME,SI,PROMOCIONEN AMB PENDENTS,6
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,2,HOME,SI,PROMOCIONEN SENSE PENDENTS,35
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,3,DONA,SI,PROMOCIONEN AMB PENDENTS,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,3,DONA,SI,PROMOCIONEN SENSE PENDENTS,41
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,3,HOME,SI,PROMOCIONEN AMB PENDENTS,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,3,HOME,SI,PROMOCIONEN SENSE PENDENTS,50
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,4,DONA,SI,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,4,DONA,SI,PROMOCIONEN SENSE PENDENTS,35
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,4,HOME,SI,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ESGLÉSIA CATÒLICA,4,HOME,SI,PROMOCIONEN SENSE PENDENTS,51
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,1,DONA,SI,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,1,DONA,SI,PROMOCIONEN AMB PENDENTS,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,1,DONA,SI,PROMOCIONEN SENSE PENDENTS,6
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,1,HOME,SI,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,1,HOME,SI,PROMOCIONEN AMB PENDENTS,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,1,HOME,SI,PROMOCIONEN SENSE PENDENTS,17
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,2,DONA,SI,PROMOCIONEN AMB PENDENTS,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,2,DONA,SI,PROMOCIONEN SENSE PENDENTS,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,2,HOME,SI,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,2,HOME,SI,PROMOCIONEN AMB PENDENTS,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,2,HOME,SI,PROMOCIONEN SENSE PENDENTS,13
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,3,DONA,SI,PROMOCIONEN AMB PENDENTS,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,3,DONA,SI,PROMOCIONEN SENSE PENDENTS,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,3,HOME,SI,PROMOCIONEN AMB PENDENTS,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,3,HOME,SI,PROMOCIONEN SENSE PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,4,DONA,SI,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,4,DONA,SI,PROMOCIONEN SENSE PENDENTS,11
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,4,HOME,SI,NO PROMOCIONEN,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,FUNDACIONS,4,HOME,SI,PROMOCIONEN SENSE PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,1,DONA,SI,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,1,DONA,SI,PROMOCIONEN AMB PENDENTS,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,1,DONA,SI,PROMOCIONEN SENSE PENDENTS,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,1,HOME,SI,PROMOCIONEN AMB PENDENTS,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,1,HOME,SI,PROMOCIONEN SENSE PENDENTS,13
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,2,DONA,SI,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,2,DONA,SI,PROMOCIONEN AMB PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,2,DONA,SI,PROMOCIONEN SENSE PENDENTS,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,2,HOME,SI,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,2,HOME,SI,PROMOCIONEN AMB PENDENTS,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,2,HOME,SI,PROMOCIONEN SENSE PENDENTS,6
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,3,DONA,SI,PROMOCIONEN AMB PENDENTS,8
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,3,DONA,SI,PROMOCIONEN SENSE PENDENTS,8
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,3,HOME,SI,PROMOCIONEN AMB PENDENTS,11
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,3,HOME,SI,PROMOCIONEN SENSE PENDENTS,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,4,DONA,SI,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,4,DONA,SI,PROMOCIONEN SENSE PENDENTS,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,4,HOME,SI,NO PROMOCIONEN,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,4,HOME,SI,PROMOCIONEN SENSE PENDENTS,13
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN AMB PENDENTS,28
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN SENSE PENDENTS,118
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN AMB PENDENTS,59
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN SENSE PENDENTS,93
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,NO PROMOCIONEN,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN AMB PENDENTS,42
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN SENSE PENDENTS,105
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,NO PROMOCIONEN,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0243,TERRES DE L'EBRE,09,BAIX EBRE,43155,TORTOSA,4315500,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN AMB PENDENTS,58
