Curs,Estudi,Codi àrea territorial,Àrea territorial,Codi comarca,Comarca,Codi municipi,Municipi,Codi districte,Districte,Naturalesa,Titularitat,Nivell,Sexe,Concert,Resultat de l'avaluació,Alumnes avaluats
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,NO PROMOCIONEN,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN AMB PENDENTS,6
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN SENSE PENDENTS,38
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN AMB PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN SENSE PENDENTS,25
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN AMB PENDENTS,22
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN SENSE PENDENTS,29
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN AMB PENDENTS,12
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN SENSE PENDENTS,32
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,NO PROMOCIONEN,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN AMB PENDENTS,15
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN SENSE PENDENTS,35
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,NO PROMOCIONEN,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN AMB PENDENTS,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN SENSE PENDENTS,36
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,NO PROMOCIONEN,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN AMB PENDENTS,8
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25019,ALMACELLES,2501900,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN SENSE PENDENTS,34
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,NO PROMOCIONEN,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN AMB PENDENTS,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN SENSE PENDENTS,21
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN AMB PENDENTS,20
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN SENSE PENDENTS,31
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,NO PROMOCIONEN,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN AMB PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN SENSE PENDENTS,30
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,NO PROMOCIONEN,6
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN AMB PENDENTS,16
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN SENSE PENDENTS,17
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN AMB PENDENTS,8
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN SENSE PENDENTS,24
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,NO PROMOCIONEN,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN AMB PENDENTS,18
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN SENSE PENDENTS,18
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,NO PROMOCIONEN,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN AMB PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN SENSE PENDENTS,23
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,NO PROMOCIONEN,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN AMB PENDENTS,8
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25021,ALMENAR,2502100,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN SENSE PENDENTS,22
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN AMB PENDENTS,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,DONA,,PROMOCIONEN SENSE PENDENTS,18
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN AMB PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,1,HOME,,PROMOCIONEN SENSE PENDENTS,18
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN AMB PENDENTS,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,DONA,,PROMOCIONEN SENSE PENDENTS,23
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN AMB PENDENTS,14
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,2,HOME,,PROMOCIONEN SENSE PENDENTS,20
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,NO PROMOCIONEN,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN AMB PENDENTS,5
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,DONA,,PROMOCIONEN SENSE PENDENTS,41
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,NO PROMOCIONEN,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN AMB PENDENTS,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,3,HOME,,PROMOCIONEN SENSE PENDENTS,15
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN AMB PENDENTS,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,DONA,,PROMOCIONEN SENSE PENDENTS,16
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,NO PROMOCIONEN,6
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN AMB PENDENTS,11
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25023,ALPICAT,2502300,,PÚBLIC,DEPARTAMENT D'EDUCACIÓ,4,HOME,,PROMOCIONEN SENSE PENDENTS,25
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,1,DONA,SI,PROMOCIONEN SENSE PENDENTS,60
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,1,HOME,SI,PROMOCIONEN AMB PENDENTS,7
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,1,HOME,SI,PROMOCIONEN SENSE PENDENTS,63
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,2,DONA,SI,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,2,DONA,SI,PROMOCIONEN AMB PENDENTS,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,2,DONA,SI,PROMOCIONEN SENSE PENDENTS,52
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,2,HOME,SI,NO PROMOCIONEN,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,2,HOME,SI,PROMOCIONEN AMB PENDENTS,11
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,2,HOME,SI,PROMOCIONEN SENSE PENDENTS,56
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,3,DONA,SI,PROMOCIONEN AMB PENDENTS,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,3,DONA,SI,PROMOCIONEN SENSE PENDENTS,51
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,3,HOME,SI,NO PROMOCIONEN,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,3,HOME,SI,PROMOCIONEN AMB PENDENTS,18
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,3,HOME,SI,PROMOCIONEN SENSE PENDENTS,45
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,4,DONA,SI,NO PROMOCIONEN,4
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,4,DONA,SI,PROMOCIONEN SENSE PENDENTS,66
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,4,HOME,SI,NO PROMOCIONEN,9
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,COOPERATIVES,4,HOME,SI,PROMOCIONEN SENSE PENDENTS,72
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,1,DONA,SI,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,1,DONA,SI,PROMOCIONEN AMB PENDENTS,27
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,1,DONA,SI,PROMOCIONEN SENSE PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,1,HOME,SI,NO PROMOCIONEN,8
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,1,HOME,SI,PROMOCIONEN AMB PENDENTS,14
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,1,HOME,SI,PROMOCIONEN SENSE PENDENTS,29
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,2,DONA,SI,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,2,DONA,SI,PROMOCIONEN AMB PENDENTS,9
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,2,DONA,SI,PROMOCIONEN SENSE PENDENTS,23
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,2,HOME,SI,NO PROMOCIONEN,2
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,2,HOME,SI,PROMOCIONEN AMB PENDENTS,16
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,2,HOME,SI,PROMOCIONEN SENSE PENDENTS,40
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,3,DONA,SI,PROMOCIONEN AMB PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,3,DONA,SI,PROMOCIONEN SENSE PENDENTS,31
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,3,HOME,SI,NO PROMOCIONEN,8
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,3,HOME,SI,PROMOCIONEN AMB PENDENTS,14
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,3,HOME,SI,PROMOCIONEN SENSE PENDENTS,27
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,4,DONA,SI,NO PROMOCIONEN,9
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,4,DONA,SI,PROMOCIONEN SENSE PENDENTS,35
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,4,HOME,SI,NO PROMOCIONEN,8
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,ESGLÉSIA CATÒLICA,4,HOME,SI,PROMOCIONEN SENSE PENDENTS,38
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,FUNDACIONS,1,DONA,SI,PROMOCIONEN AMB PENDENTS,10
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,FUNDACIONS,1,DONA,SI,PROMOCIONEN SENSE PENDENTS,18
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,FUNDACIONS,1,HOME,SI,NO PROMOCIONEN,3
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,FUNDACIONS,1,HOME,SI,PROMOCIONEN AMB PENDENTS,8
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,FUNDACIONS,1,HOME,SI,PROMOCIONEN SENSE PENDENTS,14
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,FUNDACIONS,2,DONA,SI,NO PROMOCIONEN,1
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,FUNDACIONS,2,DONA,SI,PROMOCIONEN AMB PENDENTS,11
2023/2024,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,0125,LLEIDA,33,SEGRIÀ,25120,LLEIDA,2512000,,PRIVAT,FUNDACIONS,2,DONA,SI,PROMOCIONEN SENSE PENDENTS,17
