Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
3r ESO,,26.50076566797476,100,95.31802374040755,0,0,0,0,0,0,0,0,0,0
4t ESO,,23.09194411940658,0,4.681976259592447,91.15034891097483,0,54.16820634099475,0,0,0,56.23003194888179,0,0,0
1r BATX,,17.355266177792995,0,0,8.07358849651089,90.0079617834395,13.08476830980711,0.47328699953097686,0.4866730801878784,0,19.808306709265175,0.6745362563237773,0.644468313641246,0
2n BATX,,4.435230509329109,0,0,0.03171917953055614,9.753184713375797,1.3635355849530708,0.13644309896388523,38.26608567709807,0.046789880017379104,1.5974440894568689,0.16863406408094433,45.11278195488722,0
1r CFPM,,9.53077910008616,0,0,0.5519137238316768,0.15455226676657924,27.27440691744882,68.06805099560825,8.816705336426914,0.2272651315129842,4.313099041533546,0,0.644468313641246,0
2n CFPM,,5.303990879709234,0,0,0.148022837809262,0.04683402023229674,3.2444017441430786,31.01522193322816,32.19399015335861,0.46789880017379093,1.5974440894568689,0,1.611170784103115,0.0544069640914037
1r CFPS,,9.547710332943288,0,0,0.0148022837809262,0.01639190708130386,0.40647402261473653,0.17481772054747793,14.056929432403372,75.90655392533672,0,0.16863406408094433,1.288936627282492,0.1088139281828074
2n CFPS,,3.07809813342564,0,0,0.008458447874814971,0.014050206069689023,0.3732170571280763,0.11512386475077815,5.80612302642748,23.338123725811304,0,0,3.544575725026853,0.0544069640914037
1r CFAM,,0.2227397744759783,0,0,0.0148022837809262,0.002341701011614837,0.04434262064888035,0,0.016976967913530643,0,15.495207667731629,78.41483979763912,0.644468313641246,0.0544069640914037
2n CFAM,,0.12754862085702137,0,0,0.002114611968703743,0,0.014780873549626782,0.012791540527864239,0.06790787165412257,0,0.4792332268370607,19.898819561551434,19.763694951664874,0.7616974972796519
1r CFAS,,0.4688070253328868,0,0,0.004229223937407486,0.004683402023229674,0.007390436774813391,0,0.1527927112217758,0.0033421342869556503,0.3194888178913738,0.6745362563237773,18.796992481203006,56.093579978237216
2n CFAS,,0.3371196586663456,0,0,0,0,0.01847609193703348,0.004263846842621414,0.13581574330824514,0.01002640286086695,0.1597444089456869,0,7.9484425349087005,42.87268770402611
Total,,100,100,100,100,100,100,100,100,100,100,100,100,100
"Font: Departament d'Educació, Estadística de trajectòries educatives",,,,,,,,,,,,,,
