Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
1.,Alumnes del curs origen 2019-2020 segons els ensenyaments de destinació 2020-2021,,,,,,,,,,,,,
,"Catalunya, 2020-2021",,,,,,,,,,,,,nombre d'alumnes
Alumnes ensenyaments ,,,,,,,Ensenyaments destinació 2020-2021,,,,,,,
origen 2019-2020,,Alumnes,3r ESO,4t ESO,1r BATX,2n BATX,1r CFPM,2n CFPM,1r CFPS,2n CFPS,1r CFAM,2n CFAM,1r CFAS,2n CFAS
2n CFAS,100,43.55670103092784,0,0,0,0,0.2061855670103093,0,1.958762886597938,0.2061855670103093,0.051546391752577324,0.051546391752577324,3.865979381443299,37.21649484536083
Total,100,75.0815235532458,0.4365040646231429,20.614546369570018,13.004483153510776,11.614859625428158,7.634969624452443,6.493639879011344,5.762880721412835,8.411176558191128,0.17152042068721146,0.17203395488088574,0.27397049232523146,0.49093868915261724
"Font: Departament d'Educació, Estadística de trajectòries educatives",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3.,Distribució dels alumnes del curs destinació 2020-2021 segons els ensenyaments d'origen 2019-2020,,,,,,,,,,,,,
,"Catalunya, 2020-2021",,,,,,,,,,,,,%
Alumnes ensenyaments ,,,,,,,Ensenyaments destinació 2020-2021,,,,,,,
origen 2019-2020,,Distribució total ,3r ESO,4t ESO,1r BATX,2n BATX,1r CFPM,2n CFPM,1r CFPS,2n CFPS,1r CFAM,2n CFAM,1r CFAS,2n CFAS
3r ESO,,27.327840448908315,100,97.35442486143116,0,0,0,0,0,0,0,0,0,0
4t ESO,,23.86704986996832,0,2.6455751385688484,95.42124903745533,0,63.42693795190853,0,0,0,64.37125748502994,0,0,0
