"ANY","CODI_ALUMNE","PCAT","PCAT_CL","PCAT_EE","PCAST","PCAST_CL","PCAST_EE","PANG","PANG_CO","PANG_CL","PANG_EE","PFRAN","PFRAN_CO","PFRAN_CL","PFRAN_EE","PMAT","PMAT_EFM","PMAT_CR","PMAT_EST","PMAT_NC","PALE","PALE_CO","PALE_CL","PALE_EE","PCIEN","PCIEN_COMP1","PCIEN_COMP2","PCIEN_COMP3","PCIEN_COMP4","GENERE","MES_NAIXEMENT","ANY_NAIXEMENT","NATURALESA","ÀREA TERRITORIAL","HÀBITAT"
"2022","12305619715","98,75","100","96,88","96,25","100","90,63","95,4","100","96","90","","","","","88,61","88.89","88,89","88,89","87,5","","","","","82,78","83,33","100","65","","D","1","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1909421664","85,3","88","81,25","80,3","88","68,75","96,8","100","92","100","","","","","87,5","100","77,78","88,89","87,5","","","","","79,44","83,33","100","55","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824190139","97,6","96","100","83,85","96","65,63","100","100","100","100","","","","","84,17","66.67","77,78","100","87,5","","","","","75,74","83,33","88,89","55","","H","6","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1534899721","59,45","72","40,63","77,8","88","62,5","49,2","33,33","68","40","","","","","78,61","55.56","66,67","100","87,5","","","","","57,22","50","66,67","55","","H","6","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1823245243","88","80","100","91,45","92","90,63","87,8","100","92","70","","","","","58,89","44.44","33,33","100","50","","","","","82,22","66,67","100","80","","H","8","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","12658903382","89,05","88","90,63","93,9","94","93,75","90,8","100","92","80","","","","","96,67","100","88,89","100","100","","","","","84,07","83,33","88,89","80","","H","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825270013","81,6","86","75","83,9","94","68,75","93,8","100","92","90","","","","","71,11","88.89","55,56","88,89","50","","","","","76,67","83,33","66,67","80","","D","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825248459","93,95","92","96,88","91,5","90","93,75","98,4","100","96","100","","","","","63,89","77.78","44,44","100","25","","","","","78,52","66,67","88,89","80","","D","6","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1823257464","71,65","84","53,13","85,2","92","75","57","53,33","80","30","","","","","62,22","44.44","55,56","88,89","50","","","","","75,37","83,33","77,78","65","","H","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","6346282304","85,3","88","81,25","90","100","75","89","93,33","100","70","","","","","78,33","66.67","77,78","88,89","75","","","","","87,78","83,33","100","80","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","5806294525","82,8","88","75","90,15","94","84,38","89,4","100","96","70","","","","","91,94","88.89","100","88,89","87,5","","","","","82,22","66,67","100","80","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824213572","81,55","88","71,88","95,1","96","93,75","89,2","100","88","80","","","","","91,94","88.89","88,89","100","87,5","","","","","77,04","83,33","77,78","70","","D","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824258567","76,75","80","71,88","57,3","58","56,25","71,8","93,33","72","50","","","","","70,56","77.78","66,67","66,67","75","","","","","67,78","66,67","66,67","70","","H","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","6283538608","74,25","80","65,63","79,15","84","71,88","54,6","86,67","64","10","","","","","67,78","55.56","66,67","88,89","50","","","","","56,85","50","55,56","65","","D","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825259680","69,15","84","46,88","74,15","84","59,38","47","46,67","60","30","","","","","40,28","22.22","33,33","77,78","12,5","","","","","33,7","16,67","44,44","40","","D","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","7223088666","79,05","88","65,63","92,5","100","81,25","96,4","93,33","96","100","","","","","41,39","44.44","33,33","66,67","12,5","","","","","70","83,33","66,67","60","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825225017","86,55","88","84,38","87,7","92","81,25","84,4","93,33","96","60","","","","","61,39","44.44","44,44","88,89","62,5","","","","","74,81","66,67","77,78","80","","D","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825281234","86,35","96","71,88","73,15","74","71,88","82,8","93,33","92","60","","","","","77,22","77.78","77,78","77,78","75","","","","","77,04","83,33","77,78","70","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","423740178","76,75","80","71,88","83,05","78","90,63","64,4","53,33","76","60","","","","","68,61","55.56","77,78","88,89","37,5","","","","","71,11","66,67","66,67","80","","D","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825135026","89,05","88","90,63","87,85","86","90,63","93,8","100","92","90","","","","","88,61","55.56","100","100","87,5","","","","","75,56","66,67","100","60","","H","11","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825090030","91,55","88","96,88","90,05","98","78,13","93,8","100","92","90","","","","","100","100","100","100","100","","","","","87,78","83,33","100","80","","H","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1823223690","81,55","88","71,88","73,15","74","71,88","88,8","93,33","92","80","","","","","87,22","77.78","100","88,89","75","","","","","79,07","83,33","88,89","65","","H","6","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824303562","84,05","88","78,13","90,05","98","78,13","79,4","86,67","96","50","","","","","42,22","44.44","44,44","66,67","0","","","","","46,3","66,67","22,22","50","","D","6","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825293455","82,95","82","84,38","92,6","96","87,5","77,8","86,67","92","50","","","","","79,72","77.78","66,67","88,89","87,5","","","","","79,07","83,33","88,89","65","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825101252","86,55","88","84,38","93,8","98","87,5","87,8","100","92","70","","","","","79,17","66.67","77,78","100","62,5","","","","","66,3","83,33","55,56","60","","D","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","12914010260","74,15","84","59,38","86,4","94","75","92,4","100","96","80","","","","","75,83","66.67","77,78","88,89","62,5","","","","","77,96","75","88,89","70","","D","1","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","13711884332","86,25","100","65,63","85,05","98","65,63","92","93,33","100","80","","","","","82,5","66.67","88,89","100","62,5","","","","","91,11","83,33","100","90","","H","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824179807","84,15","84","84,38","77,9","84","68,75","77,8","86,67","92","50","","","","","47,78","22.22","66,67","77,78","0","","","","","61,48","66,67","77,78","40","","D","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825034712","92,6","96","87,5","85,2","92","75","81,4","93,33","96","50","","","","","90","100","66,67","100","100","","","","","82,78","83,33","100","65","","H","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1823212469","76,45","92","53,13","78","80","75","85,8","93,33","92","70","","","","","66,67","33.33","66,67","100","50","","","","","77,04","83,33","77,78","70","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","12659117132","86,7","82","93,75","77,95","82","71,88","84","93,33","80","80","","","","","93,33","100","77,78","100","100","","","","","75,37","83,33","77,78","65","","H","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","6977700596","90,2","92","87,5","77,85","86","65,63","72,2","100","68","50","","","","","85","100","66,67","100","75","","","","","89,44","83,33","100","85","","H","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824168586","80,4","84","75","75,35","86","59,38","56,8","53,33","72","40","","","","","44,44","22.22","11,11","88,89","50","","","","","64,44","66,67","66,67","60","","D","1","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1823234022","87,7","92","81,25","90,2","92","87,5","82,6","93,33","84","70","","","","","48,06","44.44","55,56","66,67","12,5","","","","","69,26","83,33","44,44","80","","D","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","6284933457","75,4","84","62,5","86,45","92","78,13","71,6","66,67","84","60","","","","","72,22","44.44","77,78","100","50","","","","","64,81","66,67","77,78","50","","H","11","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825068477","87,7","92","81,25","83,95","92","71,88","81,6","100","84","60","","","","","75,83","66.67","100","66,67","62,5","","","","","80,74","83,33","88,89","70","","D","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825203464","81,55","88","71,88","80,3","88","68,75","85,8","93,33","92","70","","","","","47,22","44.44","66,67","44,44","25","","","","","69,63","83,33","55,56","70","","D","11","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824201360","92,75","90","96,88","81,45","92","65,63","75,6","80","84","60","","","","","85","100","88,89","77,78","75","","","","","82,41","83,33","88,89","75","","H","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1823200248","78,95","92","59,38","82,8","88","75","84,4","100","76","80","","","","","67,22","44.44","100","77,78","25","","","","","69,63","83,33","55,56","70","","D","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825180021","79,25","80","78,13","75,4","84","62,5","46,4","66,67","36","40","","","","","41,67","33.33","22,22","77,78","25","","","","","48,7","41,67","44,44","60","","D","11","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1823268686","64,25","80","40,63","75,35","86","59,38","81","93,33","80","70","","","","","30","33.33","44,44","33,33","0","","","","","75","83,33","66,67","75","","D","1","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824246346","75,4","84","62,5","76,6","86","62,5","76,2","86,67","88","50","","","","","58,06","44.44","66,67","88,89","12,5","","","","","75,74","83,33","88,89","55","","H","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824235125","82,8","88","75","92,5","100","81,25","90,8","100","92","80","","","","","85","100","77,78","88,89","75","","","","","84,44","83,33","100","70","","D","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1823189027","85,3","88","81,25","70,75","70","71,88","56,4","73,33","56","40","","","","","24,72","11.11","22,22","44,44","12,5","","","","","43,89","58,33","33,33","40","","H","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824291341","56,75","80","21,88","82,6","96","62,5","76,2","86,67","88","50","","","","","68,61","55.56","55,56","77,78","87,5","","","","","70","83,33","66,67","60","","H","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825056256","74,25","80","65,63","76,6","86","62,5","86","100","80","80","","","","","73,89","44.44","66,67","100","75","","","","","72,04","83,33","77,78","55","","H","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825113473","91,45","92","90,63","96,25","100","90,63","92,4","100","96","80","","","","","51,94","55.56","55,56","55,56","37,5","","","","","69,63","83,33","55,56","70","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1824269788","93,75","100","84,38","93,85","96","90,63","93,8","100","92","90","","","","","71,94","88.89","66,67","88,89","37,5","","","","","77,41","83,33","88,89","60","","D","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825079698","81,6","86","75","87,5","100","68,75","93,8","100","92","90","","","","","52,5","66.67","55,56","66,67","12,5","","","","","77,22","66,67","100","65","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825191243","79,05","88","65,63","77,9","84","68,75","87,8","100","92","70","","","","","72,5","66.67","66,67","88,89","62,5","","","","","83,7","83,33","77,78","90","","H","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","1825045035","96,35","96","96,88","88,85","96","78,13","95,4","100","96","90","","","","","65,28","55.56","66,67","88,89","37,5","","","","","84,07","83,33","88,89","80","","D","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","12914775184","90","100","75","80,25","90","65,63","84,8","100","92","60","","","","","84,17","66.67","77,78","100","87,5","","","","","77,41","83,33","88,89","60","","D","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","6977587160","86,45","92","78,13","85,15","94","71,88","92","93,33","100","80","","","","","91,94","88.89","100","88,89","87,5","","","","","83,7","83,33","77,78","90","","D","9","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2773212482","52,25","60","40,63","76,85","76","78,13","75,2","60","68","100","","","","","57,78","55.56","77,78","44,44","50","","","","","45","33,33","66,67","35","","D","11","2005","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","505832391","57,9","84","18,75","87,8","88","87,5","66,6","46,67","64","90","","","","","78,33","66.67","100","66,67","75","","","","","58,89","50","66,67","60","","H","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2775754651","56","60","50","73,25","70","78,13","46,4","46,67","36","60","","","","","37,78","55.56","33,33","55,56","0","","","","","43,15","50","44,44","35","","D","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","6626766029","53,1","76","18,75","84,05","88","78,13","67,4","60","56","90","","","","","75,83","66.67","66,67","100","62,5","","","","","72,41","83,33","88,89","45","","H","9","2005","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","4361479266","71,55","88","46,88","82,7","92","68,75","67,6","53,33","84","60","","","","","68,89","44.44","66,67","100","50","","","","","78,52","66,67","88,89","80","","H","1","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2774573555","74,2","82","62,5","74,35","76","71,88","78","80","60","100","","","","","80","100","66,67","100","50","","","","","77,22","66,67","100","65","","H","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","4288082196","60,2","92","12,5","75,5","80","68,75","35,4","40","36","30","","","","","40,56","44.44","44,44","44,44","25","","","","","41,67","66,67","33,33","25","","D","6","2005","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2774629773","88,8","98","75","95,1","96","93,75","96,4","93,33","96","100","","","","","97,5","100","100","100","87,5","","","","","87,78","83,33","100","80","","D","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","6529634377","77,8","88","62,5","84,25","80","90,63","69,8","46,67","72","90","","","","","41,39","44.44","44,44","55,56","12,5","","","","","62,04","66,67","44,44","75","","D","8","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2775473458","75,4","84","62,5","95,15","94","96,88","96,8","100","92","100","","","","","78,06","77.78","66,67","100","62,5","","","","","77,96","75","88,89","70","","H","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2775619660","80,3","88","68,75","77,9","84","68,75","79","66,67","80","90","","","","","51,67","66.67","33,33","77,78","25","","","","","66,11","66,67","66,67","65","","D","7","2004","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2773594883","74,15","84","59,38","75,5","80","68,75","66,4","46,67","56","100","","","","","100","100","100","100","100","","","","","87,78","83,33","100","80","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","13501603044","72,9","84","56,25","78,1","76","81,25","76,4","53,33","76","100","","","","","37,22","44.44","33,33","44,44","25","","","","","55,74","66,67","55,56","45","","D","8","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","14664946461","60,6","76","37,5","68,25","70","65,63","69,6","73,33","44","100","","","","","23,89","44.44","11,11","22,22","25","","","","","35,93","33,33","44,44","30","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2774876303","71,55","88","46,88","61,05","58","65,63","52,6","46,67","44","70","","","","","42,78","55.56","44,44","44,44","25","","","","","48,33","66,67","33,33","45","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2773043724","83,9","94","68,75","76,65","84","65,63","78","73,33","80","80","","","","","90,56","77.78","100","100","75","","","","","91,11","83,33","100","90","","H","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2774494783","81,65","84","78,13","87,8","88","87,5","80,4","66,67","76","100","","","","","88,33","100","77,78","100","75","","","","","79,44","83,33","100","55","","D","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2775675879","71,75","80","59,38","71,65","84","53,13","30","46,67","40","0","","","","","50","33.33","55,56","55,56","50","","","","","58,33","66,67","33,33","75","","H","7","2005","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","17545297577","46,35","46","46,88","56,35","46","71,88","53,2","53,33","48","60","","","","","38,33","66.67","33,33","33,33","25","","","","","44,81","50","44,44","40","","H","11","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","6530422737","68,1","76","56,25","90,15","94","84,38","82,4","73,33","76","100","","","","","46,11","22.22","66,67","55,56","25","","","","","68,15","66,67","77,78","60","","D","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2773538674","44,55","68","9,38","68,25","70","65,63","55,8","46,67","52","70","","","","","70,28","55.56","77,78","77,78","62,5","","","","","63,52","66,67","88,89","35","","D","8","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","4292188851","45,8","68","12,5","76,85","76","78,13","35,2","53,33","48","0","","","","","49,72","44.44","55,56","55,56","37,5","","","","","58,89","50","66,67","60","","D","10","2005","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2774933512","55,5","80","18,75","74,3","78","68,75","63","60","60","70","","","","","79,72","77.78","55,56","100","87,5","","","","","72,04","83,33","77,78","55","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2627025724","70,7","72","68,75","68,25","70","65,63","64,2","73,33","68","50","","","","","80,83","66.67","77,78","88,89","87,5","","","","","54,81","50","44,44","70","","H","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2633504010","69,45","72","65,63","51","60","37,5","45,8","53,33","52","30","","","","","32,78","22.22","44,44","33,33","25","","","","","60,93","50","77,78","55","","D","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2624550111","76,8","78","75","81,35","96","59,38","82","100","100","40","","","","","57,5","66.67","44,44","77,78","37,5","","","","","82,22","66,67","100","80","","H","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2637047280","67,9","84","43,75","90,15","94","84,38","89,4","100","96","70","","","","","97,5","100","100","100","87,5","","","","","75,19","66,67","88,89","70","","H","9","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2637115719","70,6","76","62,5","80,3","88","68,75","91,4","86,67","96","90","","","","","78,33","100","66,67","77,78","75","","","","","75,19","66,67","88,89","70","","H","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2626969516","80,5","80","81,25","63,3","68","56,25","74,4","86,67","76","60","","","","","48,61","55.56","44,44","55,56","37,5","","","","","47,04","33,33","77,78","30","","D","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2628206821","92,7","92","93,75","91,25","100","78,13","98","93,33","100","100","","","","","89,17","100","100","88,89","62,5","","","","","85,56","66,67","100","90","","D","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2637070722","88,95","92","84,38","88,9","94","81,25","94","100","100","80","","","","","94,17","100","88,89","100","87,5","","","","","84,07","83,33","88,89","80","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2631715428","74,2","82","62,5","84,05","88","78,13","87","86,67","100","70","","","","","88,61","88.89","77,78","100","87,5","","","","","87,78","83,33","100","80","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2628262149","78,85","96","53,13","81,55","88","71,88","84","93,33","80","80","","","","","67,78","55.56","44,44","77,78","100","","","","","80","83,33","66,67","90","","H","9","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2633515231","61,5","90","18,75","54,65","64","40,63","66,2","80","68","50","","","","","30","33.33","44,44","33,33","0","","","","","52,04","66,67","44,44","45","","D","9","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2641805420","90,2","92","87,5","91,25","100","78,13","95,4","100","96","90","","","","","88,61","88.89","88,89","88,89","87,5","","","","","82,78","83,33","100","65","","D","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2626001180","95,1","96","93,75","87,7","92","81,25","92,4","100","96","80","","","","","83,06","77.78","77,78","88,89","87,5","","","","","91,11","83,33","100","90","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","13123077601","80,4","84","75","64,3","78","43,75","89,4","100","96","70","","","","","67,5","66.67","77,78","77,78","37,5","","","","","70","83,33","66,67","60","","D","11","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2641850416","57,15","64","46,88","65,5","80","43,75","61,4","60","56","70","","","","","64,44","55.56","66,67","77,78","50","","","","","67,04","83,33","77,78","40","","H","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","13124348682","67,95","82","46,88","69,2","82","50","58,8","60","72","40","","","","","55,28","55.56","55,56","66,67","37,5","","","","","51,85","50","55,56","50","","D","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2628251817","71,9","74","68,75","70,5","80","56,25","39,6","53,33","44","20","","","","","53,06","44.44","44,44","44,44","87,5","","","","","49,63","33,33","55,56","60","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2631704207","90,3","88","93,75","96,25","100","90,63","100","100","100","100","","","","","90,83","100","100","77,78","87,5","","","","","82,04","83,33","77,78","85","","D","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2641873859","81,55","88","71,88","75,5","80","68,75","95,4","100","96","90","","","","","78,61","88.89","55,56","88,89","87,5","","","","","62,96","50","88,89","50","","H","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2628195599","90,1","96","81,25","86,25","100","65,63","100","100","100","100","","","","","44,72","44.44","55,56","55,56","12,5","","","","","83,7","83,33","77,78","90","","D","7","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","13070265469","75,6","76","75","77,9","84","68,75","74,6","86,67","84","50","","","","","45","33.33","55,56","55,56","25","","","","","46,48","50","44,44","45","","D","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2628318367","92,55","98","84,38","85,1","96","68,75","94","100","100","80","","","","","75,28","88.89","66,67","100","37,5","","","","","91,11","83,33","100","90","","H","1","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2640208154","86,45","92","78,13","81,6","86","75","81,4","93,33","96","50","","","","","66,39","44.44","88,89","77,78","37,5","","","","","84,44","83,33","100","70","","H","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2641862638","73,95","92","46,88","85,3","88","81,25","90,8","100","92","80","","","","","67,22","44.44","77,78","66,67","75","","","","","64,26","83,33","44,44","65","","D","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2637092276","88,85","96","78,13","84,05","88","78,13","94","100","100","80","","","","","51,94","55.56","55,56","55,56","37,5","","","","","73,33","83,33","66,67","70","","D","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","13124561435","88,95","92","84,38","79,1","86","68,75","90,6","100","84","90","","","","","65,28","88.89","55,56","77,78","37,5","","","","","53,7","33,33","77,78","50","","H","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2626946073","60,6","76","37,5","70,45","82","53,13","74,8","93,33","72","60","","","","","55,28","55.56","77,78","44,44","37,5","","","","","46,48","50","44,44","45","","D","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2637025726","68,1","76","56,25","70,7","72","68,75","85,6","93,33","84","80","","","","","89,17","100","88,89","100","62,5","","","","","78,7","83,33","77,78","75","","H","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2626890745","58,1","76","31,25","77,75","90","59,38","77","100","80","50","","","","","72,22","77.78","66,67","88,89","50","","","","","77,04","83,33","77,78","70","","H","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2625922409","77,95","82","71,88","81,35","96","59,38","71,4","86,67","76","50","","","","","73,61","55.56","77,78","88,89","62,5","","","","","65,74","66,67","55,56","75","","D","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2629702874","96,4","94","100","75,6","76","75","91,8","93,33","92","90","","","","","81,67","100","77,78","77,78","75","","","","","80,74","83,33","88,89","70","","H","1","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2631738871","74,05","88","53,13","69,4","74","62,5","92,4","100","96","80","","","","","75,83","66.67","66,67","100","62,5","","","","","73,7","83,33","77,78","60","","D","5","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2628273370","87,7","92","81,25","90","100","75","100","100","100","100","","","","","90,83","100","77,78","100","87,5","","","","","75,37","83,33","77,78","65","","D","8","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2626012392","93,8","98","87,5","80,15","94","59,38","97","100","100","90","","","","","76,67","100","55,56","100","50","","","","","77,04","83,33","77,78","70","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2626924520","76,95","72","84,38","77,95","82","71,88","77,8","86,67","92","50","","","","","43,61","55.56","44,44","55,56","12,5","","","","","63,33","50","100","40","","D","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2626991070","58,2","72","37,5","47,6","46","50","57,8","73,33","52","50","","","","","29,44","22.22","33,33","33,33","25","","","","","23,33","16,67","33,33","20","","D","3","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2639623222","86,3","98","68,75","65,55","78","46,88","81","86,67","100","50","","","","","62,78","55.56","55,56","66,67","75","","","","","58,89","83,33","33,33","60","","H","6","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","13123740305","84,05","88","78,13","92,65","94","90,63","91","100","100","70","","","","","94,17","100","100","88,89","87,5","","","","","85,56","66,67","100","90","","D","2","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2625911188","76,65","84","65,63","86,5","90","81,25","78,2","93,33","88","50","","","","","93,33","66.67","100","100","100","","","","","82,41","83,33","88,89","75","","H","11","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2624505124","76,75","80","71,88","78,85","96","53,13","79,4","93,33","76","70","","","","","71,94","55.56","66,67","77,78","87,5","","","","","53,52","83,33","22,22","55","","H","10","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2628138382","92,65","94","90,63","92,5","100","81,25","97","100","100","90","","","","","93,33","66.67","100","100","100","","","","","84,07","83,33","88,89","80","","H","4","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2627002291","85,35","86","84,38","83,95","92","71,88","96,8","100","92","100","","","","","62,5","66.67","66,67","55,56","62,5","","","","","84,07","83,33","88,89","80","","D","9","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2626856080","67,2","62","75","71,85","76","65,63","75,4","100","76","50","","","","","47,78","55.56","33,33","55,56","50","","","","","43,33","66,67","33,33","30","","H","12","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
"2022","2641839195","70,55","78","59,38","71,75","80","59,38","62,2","66,67","68","50","","","","","47,5","33.33","44,44","66,67","37,5","","","","","48,15","50","44,44","50","","D","9","2006","Privada","Consorci d'Educació de Barcelona","Més de 100000"
