Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2022-01-01,6,Gràcia,28,Vallcarca i els Penitents,115,6007,1993
2022-01-01,6,Gràcia,28,Vallcarca i els Penitents,115,6008,1960
2022-01-01,6,Gràcia,28,Vallcarca i els Penitents,116,6009,1264
2022-01-01,6,Gràcia,28,Vallcarca i els Penitents,116,6010,1024
2022-01-01,6,Gràcia,28,Vallcarca i els Penitents,117,6011,1313
2022-01-01,6,Gràcia,28,Vallcarca i els Penitents,117,6012,1175
2022-01-01,6,Gràcia,29,el Coll,118,6013,1782
2022-01-01,6,Gràcia,29,el Coll,118,6014,1415
2022-01-01,6,Gràcia,29,el Coll,118,6015,1438
2022-01-01,6,Gràcia,29,el Coll,118,6016,1567
2022-01-01,6,Gràcia,29,el Coll,118,6017,1409
2022-01-01,6,Gràcia,30,la Salut,119,6018,1302
2022-01-01,6,Gràcia,30,la Salut,119,6019,1496
2022-01-01,6,Gràcia,30,la Salut,119,6020,1181
2022-01-01,6,Gràcia,30,la Salut,119,6021,1357
2022-01-01,6,Gràcia,30,la Salut,120,6022,1364
2022-01-01,6,Gràcia,30,la Salut,120,6023,1282
2022-01-01,6,Gràcia,30,la Salut,120,6024,1682
2022-01-01,6,Gràcia,30,la Salut,120,6025,1418
2022-01-01,6,Gràcia,30,la Salut,120,6026,1046
2022-01-01,6,Gràcia,30,la Salut,120,6027,1209
2022-01-01,6,Gràcia,31,la Vila de Gràcia,121,6028,1317
2022-01-01,6,Gràcia,31,la Vila de Gràcia,121,6029,1308
2022-01-01,6,Gràcia,31,la Vila de Gràcia,121,6030,1318
2022-01-01,6,Gràcia,31,la Vila de Gràcia,121,6031,1103
2022-01-01,6,Gràcia,31,la Vila de Gràcia,121,6032,1156
2022-01-01,6,Gràcia,31,la Vila de Gràcia,122,6033,1270
2022-01-01,6,Gràcia,31,la Vila de Gràcia,122,6034,1178
2022-01-01,6,Gràcia,31,la Vila de Gràcia,122,6035,1081
2022-01-01,6,Gràcia,31,la Vila de Gràcia,122,6036,1418
2022-01-01,6,Gràcia,31,la Vila de Gràcia,123,6037,1104
2022-01-01,6,Gràcia,31,la Vila de Gràcia,123,6038,1490
2022-01-01,6,Gràcia,31,la Vila de Gràcia,123,6039,1566
2022-01-01,6,Gràcia,31,la Vila de Gràcia,124,6040,1664
2022-01-01,6,Gràcia,31,la Vila de Gràcia,124,6041,1743
2022-01-01,6,Gràcia,31,la Vila de Gràcia,124,6042,1681
2022-01-01,6,Gràcia,31,la Vila de Gràcia,125,6043,1285
2022-01-01,6,Gràcia,31,la Vila de Gràcia,125,6044,1590
2022-01-01,6,Gràcia,31,la Vila de Gràcia,126,6045,1274
2022-01-01,6,Gràcia,31,la Vila de Gràcia,126,6046,1133
2022-01-01,6,Gràcia,31,la Vila de Gràcia,126,6047,1208
2022-01-01,6,Gràcia,31,la Vila de Gràcia,126,6048,1390
2022-01-01,6,Gràcia,31,la Vila de Gràcia,127,6049,1102
2022-01-01,6,Gràcia,31,la Vila de Gràcia,127,6050,1295
2022-01-01,6,Gràcia,31,la Vila de Gràcia,127,6051,1201
2022-01-01,6,Gràcia,31,la Vila de Gràcia,128,6052,1482
2022-01-01,6,Gràcia,31,la Vila de Gràcia,128,6053,1497
2022-01-01,6,Gràcia,31,la Vila de Gràcia,128,6054,1591
2022-01-01,6,Gràcia,31,la Vila de Gràcia,129,6055,1388
2022-01-01,6,Gràcia,31,la Vila de Gràcia,129,6056,1576
2022-01-01,6,Gràcia,31,la Vila de Gràcia,129,6057,1536
2022-01-01,6,Gràcia,31,la Vila de Gràcia,129,6058,1677
2022-01-01,6,Gràcia,31,la Vila de Gràcia,129,6059,1491
2022-01-01,6,Gràcia,31,la Vila de Gràcia,130,6060,1719
2022-01-01,6,Gràcia,31,la Vila de Gràcia,130,6061,1280
2022-01-01,6,Gràcia,31,la Vila de Gràcia,130,6062,1258
2022-01-01,6,Gràcia,31,la Vila de Gràcia,130,6063,1482
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6064,1906
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6065,1127
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6066,979
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6067,1748
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6068,1572
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6069,1043
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6070,1867
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6071,1064
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6072,1622
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6073,1327
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6074,1105
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6075,1053
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6076,1316
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6077,1170
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6078,1276
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6079,1111
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6080,1148
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6081,1299
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6082,2859
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6083,1652
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6084,1460
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6085,1275
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6086,967
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6087,1836
2022-01-01,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6088,1251
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7001,1551
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7002,1123
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7003,1307
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7004,1535
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7005,1461
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7006,955
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7007,1368
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,135,7008,1394
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7009,1232
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7010,1309
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7011,1138
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7012,1535
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,136,7013,1198
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7014,868
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7015,1382
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7016,1367
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7017,1706
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7018,1664
2022-01-01,7,Horta-Guinardó,33,el Baix Guinardó,137,7019,1498
2022-01-01,7,Horta-Guinardó,34,Can Baró,138,7020,1695
2022-01-01,7,Horta-Guinardó,34,Can Baró,138,7021,1066
2022-01-01,7,Horta-Guinardó,34,Can Baró,138,7022,1166
2022-01-01,7,Horta-Guinardó,34,Can Baró,138,7023,1303
2022-01-01,7,Horta-Guinardó,34,Can Baró,138,7024,1478
2022-01-01,7,Horta-Guinardó,34,Can Baró,138,7025,1444
2022-01-01,7,Horta-Guinardó,34,Can Baró,138,7026,1119
2022-01-01,7,Horta-Guinardó,35,el Guinardó,139,7027,2116
2022-01-01,7,Horta-Guinardó,35,el Guinardó,139,7028,1475
2022-01-01,7,Horta-Guinardó,35,el Guinardó,139,7029,1313
2022-01-01,7,Horta-Guinardó,35,el Guinardó,139,7030,1365
2022-01-01,7,Horta-Guinardó,35,el Guinardó,140,7031,1558
2022-01-01,7,Horta-Guinardó,35,el Guinardó,140,7032,1436
2022-01-01,7,Horta-Guinardó,35,el Guinardó,140,7033,1423
2022-01-01,7,Horta-Guinardó,35,el Guinardó,140,7034,1799
2022-01-01,7,Horta-Guinardó,35,el Guinardó,140,7035,1734
2022-01-01,7,Horta-Guinardó,35,el Guinardó,140,7036,1405
2022-01-01,7,Horta-Guinardó,35,el Guinardó,140,7037,1479
2022-01-01,7,Horta-Guinardó,35,el Guinardó,140,7038,1270
2022-01-01,7,Horta-Guinardó,35,el Guinardó,141,7039,1605
2022-01-01,7,Horta-Guinardó,35,el Guinardó,141,7040,1487
2022-01-01,7,Horta-Guinardó,35,el Guinardó,141,7041,1375
2022-01-01,7,Horta-Guinardó,35,el Guinardó,142,7042,1513
2022-01-01,7,Horta-Guinardó,35,el Guinardó,142,7043,1409
2022-01-01,7,Horta-Guinardó,35,el Guinardó,142,7044,1282
2022-01-01,7,Horta-Guinardó,35,el Guinardó,142,7045,1568
2022-01-01,7,Horta-Guinardó,35,el Guinardó,142,7046,1394
2022-01-01,7,Horta-Guinardó,35,el Guinardó,143,7047,1435
2022-01-01,7,Horta-Guinardó,35,el Guinardó,143,7048,1341
2022-01-01,7,Horta-Guinardó,35,el Guinardó,143,7049,1200
2022-01-01,7,Horta-Guinardó,35,el Guinardó,143,7050,1190
2022-01-01,7,Horta-Guinardó,35,el Guinardó,143,7051,1822
2022-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7052,1254
2022-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7053,1480
2022-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,144,7054,1632
2022-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7055,1206
2022-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7056,1181
2022-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7057,1426
2022-01-01,7,Horta-Guinardó,36,la Font d'en Fargues,145,7058,1348
2022-01-01,7,Horta-Guinardó,37,el Carmel,146,7059,1300
2022-01-01,7,Horta-Guinardó,37,el Carmel,146,7060,1872
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7061,1204
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7062,1367
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7063,1459
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7064,1698
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7065,1708
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7066,1743
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7067,1560
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7068,1314
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7069,1440
2022-01-01,7,Horta-Guinardó,37,el Carmel,147,7070,1437
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7071,1339
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7072,1372
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7073,1137
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7074,1659
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7075,1194
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7076,1404
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7077,1314
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7078,1381
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7079,1437
2022-01-01,7,Horta-Guinardó,37,el Carmel,148,7080,1780
2022-01-01,7,Horta-Guinardó,38,la Teixonera,149,7081,1915
2022-01-01,7,Horta-Guinardó,38,la Teixonera,149,7082,1233
2022-01-01,7,Horta-Guinardó,38,la Teixonera,149,7083,1343
2022-01-01,7,Horta-Guinardó,38,la Teixonera,149,7084,1361
2022-01-01,7,Horta-Guinardó,38,la Teixonera,149,7085,1275
2022-01-01,7,Horta-Guinardó,38,la Teixonera,149,7086,1487
2022-01-01,7,Horta-Guinardó,38,la Teixonera,149,7087,1600
2022-01-01,7,Horta-Guinardó,38,la Teixonera,149,7088,1704
2022-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7089,1373
2022-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7090,1465
2022-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7091,1241
2022-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7092,1479
2022-01-01,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7093,1704
2022-01-01,7,Horta-Guinardó,40,Montbau,151,7094,1224
2022-01-01,7,Horta-Guinardó,40,Montbau,151,7095,1500
2022-01-01,7,Horta-Guinardó,40,Montbau,151,7096,1421
2022-01-01,7,Horta-Guinardó,40,Montbau,151,7097,869
2022-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7098,2141
2022-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7099,1033
2022-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7100,1190
2022-01-01,7,Horta-Guinardó,41,la Vall d'Hebron,152,7101,1505
2022-01-01,7,Horta-Guinardó,42,la Clota,153,7102,669
2022-01-01,7,Horta-Guinardó,43,Horta,154,7103,1509
2022-01-01,7,Horta-Guinardó,43,Horta,154,7104,1565
2022-01-01,7,Horta-Guinardó,43,Horta,154,7105,1031
2022-01-01,7,Horta-Guinardó,43,Horta,154,7106,1167
2022-01-01,7,Horta-Guinardó,43,Horta,154,7107,1170
2022-01-01,7,Horta-Guinardó,43,Horta,154,7108,1240
2022-01-01,7,Horta-Guinardó,43,Horta,154,7109,1672
2022-01-01,7,Horta-Guinardó,43,Horta,154,7110,1027
2022-01-01,7,Horta-Guinardó,43,Horta,154,7111,883
2022-01-01,7,Horta-Guinardó,43,Horta,155,7112,1292
2022-01-01,7,Horta-Guinardó,43,Horta,155,7113,1167
2022-01-01,7,Horta-Guinardó,43,Horta,155,7114,1183
2022-01-01,7,Horta-Guinardó,43,Horta,155,7115,1069
2022-01-01,7,Horta-Guinardó,43,Horta,155,7116,1485
2022-01-01,7,Horta-Guinardó,43,Horta,155,7117,2786
2022-01-01,7,Horta-Guinardó,43,Horta,155,7118,1231
2022-01-01,7,Horta-Guinardó,43,Horta,156,7119,1300
2022-01-01,7,Horta-Guinardó,43,Horta,156,7120,1233
2022-01-01,7,Horta-Guinardó,43,Horta,156,7121,1151
2022-01-01,7,Horta-Guinardó,43,Horta,156,7122,1293
2022-01-01,7,Horta-Guinardó,43,Horta,156,7123,1421
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8001,1271
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8002,1251
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8003,1192
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8004,1455
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8005,1137
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8006,1648
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8007,1145
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8008,1632
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,158,8009,1785
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8010,1085
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8011,1166
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8012,1299
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8013,1169
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8014,1253
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8015,1372
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8016,1136
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8017,1354
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8018,1490
2022-01-01,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8019,1827
2022-01-01,8,Nou Barris,45,Porta,161,8020,1347
2022-01-01,8,Nou Barris,45,Porta,161,8021,1443
2022-01-01,8,Nou Barris,45,Porta,161,8022,1200
2022-01-01,8,Nou Barris,45,Porta,161,8023,1384
2022-01-01,8,Nou Barris,45,Porta,161,8024,1343
2022-01-01,8,Nou Barris,45,Porta,161,8025,1219
2022-01-01,8,Nou Barris,45,Porta,161,8026,1341
2022-01-01,8,Nou Barris,45,Porta,162,8027,1405
2022-01-01,8,Nou Barris,45,Porta,162,8028,1066
2022-01-01,8,Nou Barris,45,Porta,162,8029,1484
2022-01-01,8,Nou Barris,45,Porta,162,8030,1442
2022-01-01,8,Nou Barris,45,Porta,163,8031,1260
2022-01-01,8,Nou Barris,45,Porta,163,8032,1264
2022-01-01,8,Nou Barris,45,Porta,163,8033,1481
2022-01-01,8,Nou Barris,45,Porta,163,8034,1234
2022-01-01,8,Nou Barris,45,Porta,163,8035,4462
2022-01-01,8,Nou Barris,45,Porta,163,8036,1507
2022-01-01,8,Nou Barris,45,Porta,163,8037,1515
2022-01-01,8,Nou Barris,46,el Turó de la Peira,164,8038,1615
2022-01-01,8,Nou Barris,46,el Turó de la Peira,164,8039,1532
2022-01-01,8,Nou Barris,46,el Turó de la Peira,164,8040,1886
2022-01-01,8,Nou Barris,46,el Turó de la Peira,164,8041,2496
2022-01-01,8,Nou Barris,46,el Turó de la Peira,164,8042,1226
2022-01-01,8,Nou Barris,46,el Turó de la Peira,164,8043,1126
2022-01-01,8,Nou Barris,46,el Turó de la Peira,165,8044,1330
2022-01-01,8,Nou Barris,46,el Turó de la Peira,165,8045,1736
2022-01-01,8,Nou Barris,46,el Turó de la Peira,165,8046,1448
2022-01-01,8,Nou Barris,46,el Turó de la Peira,165,8047,1630
2022-01-01,8,Nou Barris,47,Can Peguera,166,8048,971
2022-01-01,8,Nou Barris,47,Can Peguera,166,8049,1216
2022-01-01,8,Nou Barris,48,la Guineueta,167,8050,1380
2022-01-01,8,Nou Barris,48,la Guineueta,167,8051,1339
2022-01-01,8,Nou Barris,48,la Guineueta,167,8052,887
2022-01-01,8,Nou Barris,48,la Guineueta,167,8053,1118
2022-01-01,8,Nou Barris,48,la Guineueta,167,8054,1592
2022-01-01,8,Nou Barris,48,la Guineueta,167,8055,1797
2022-01-01,8,Nou Barris,48,la Guineueta,167,8215,1553
2022-01-01,8,Nou Barris,48,la Guineueta,168,8056,1481
2022-01-01,8,Nou Barris,48,la Guineueta,168,8057,1305
2022-01-01,8,Nou Barris,48,la Guineueta,168,8058,1612
2022-01-01,8,Nou Barris,48,la Guineueta,168,8059,992
2022-01-01,8,Nou Barris,49,Canyelles,169,8060,1175
2022-01-01,8,Nou Barris,49,Canyelles,169,8061,1635
2022-01-01,8,Nou Barris,49,Canyelles,169,8062,1122
2022-01-01,8,Nou Barris,49,Canyelles,169,8063,1055
2022-01-01,8,Nou Barris,49,Canyelles,169,8064,1800
2022-01-01,8,Nou Barris,50,les Roquetes,170,8065,1763
2022-01-01,8,Nou Barris,50,les Roquetes,170,8066,1564
2022-01-01,8,Nou Barris,50,les Roquetes,170,8067,1808
2022-01-01,8,Nou Barris,50,les Roquetes,170,8068,1865
2022-01-01,8,Nou Barris,50,les Roquetes,170,8069,1540
2022-01-01,8,Nou Barris,50,les Roquetes,171,8070,1477
2022-01-01,8,Nou Barris,50,les Roquetes,171,8071,1715
2022-01-01,8,Nou Barris,50,les Roquetes,171,8072,1186
2022-01-01,8,Nou Barris,50,les Roquetes,171,8073,1725
2022-01-01,8,Nou Barris,50,les Roquetes,171,8074,1513
2022-01-01,8,Nou Barris,51,Verdun,172,8075,1876
2022-01-01,8,Nou Barris,51,Verdun,172,8076,1585
2022-01-01,8,Nou Barris,51,Verdun,172,8077,1407
2022-01-01,8,Nou Barris,51,Verdun,173,8078,1536
2022-01-01,8,Nou Barris,51,Verdun,173,8079,1420
2022-01-01,8,Nou Barris,51,Verdun,173,8080,1518
2022-01-01,8,Nou Barris,51,Verdun,173,8081,1626
2022-01-01,8,Nou Barris,51,Verdun,173,8082,1590
2022-01-01,8,Nou Barris,52,la Prosperitat,174,8083,1282
2022-01-01,8,Nou Barris,52,la Prosperitat,174,8084,1087
2022-01-01,8,Nou Barris,52,la Prosperitat,174,8085,1504
2022-01-01,8,Nou Barris,52,la Prosperitat,174,8086,1642
2022-01-01,8,Nou Barris,52,la Prosperitat,175,8087,1204
2022-01-01,8,Nou Barris,52,la Prosperitat,175,8088,1249
2022-01-01,8,Nou Barris,52,la Prosperitat,175,8089,1217
2022-01-01,8,Nou Barris,52,la Prosperitat,175,8090,1204
2022-01-01,8,Nou Barris,52,la Prosperitat,175,8091,1168
2022-01-01,8,Nou Barris,52,la Prosperitat,176,8092,993
2022-01-01,8,Nou Barris,52,la Prosperitat,176,8093,1250
2022-01-01,8,Nou Barris,52,la Prosperitat,176,8094,1414
2022-01-01,8,Nou Barris,52,la Prosperitat,176,8095,1087
2022-01-01,8,Nou Barris,52,la Prosperitat,177,8096,1523
2022-01-01,8,Nou Barris,52,la Prosperitat,177,8097,1317
2022-01-01,8,Nou Barris,52,la Prosperitat,177,8098,1267
2022-01-01,8,Nou Barris,52,la Prosperitat,177,8099,1422
2022-01-01,8,Nou Barris,52,la Prosperitat,177,8100,1269
2022-01-01,8,Nou Barris,52,la Prosperitat,177,8101,1680
2022-01-01,8,Nou Barris,52,la Prosperitat,177,8102,1567
2022-01-01,8,Nou Barris,53,la Trinitat Nova,178,8103,1653
2022-01-01,8,Nou Barris,53,la Trinitat Nova,178,8104,1234
2022-01-01,8,Nou Barris,53,la Trinitat Nova,178,8105,1426
2022-01-01,8,Nou Barris,53,la Trinitat Nova,178,8106,1236
2022-01-01,8,Nou Barris,53,la Trinitat Nova,178,8107,1872
2022-01-01,8,Nou Barris,54,Torre Baró,179,8108,1929
2022-01-01,8,Nou Barris,54,Torre Baró,179,8109,979
2022-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8110,1990
2022-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8111,1659
2022-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8112,1699
2022-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8113,1790
2022-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8114,1963
2022-01-01,8,Nou Barris,55,Ciutat Meridiana,180,8115,1707
2022-01-01,8,Nou Barris,56,Vallbona,181,8116,1420
2022-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9001,2739
2022-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9002,2158
2022-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9003,2176
2022-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9004,1663
2022-01-01,9,Sant Andreu,57,la Trinitat Vella,182,9005,1622
2022-01-01,9,Sant Andreu,58,Baró de Viver,183,9006,1275
2022-01-01,9,Sant Andreu,58,Baró de Viver,183,9007,1328
2022-01-01,9,Sant Andreu,59,el Bon Pastor,184,9008,1869
2022-01-01,9,Sant Andreu,59,el Bon Pastor,184,9009,1384
2022-01-01,9,Sant Andreu,59,el Bon Pastor,185,9010,1794
2022-01-01,9,Sant Andreu,59,el Bon Pastor,185,9011,1637
2022-01-01,9,Sant Andreu,59,el Bon Pastor,185,9013,2031
2022-01-01,9,Sant Andreu,59,el Bon Pastor,185,9014,2988
2022-01-01,9,Sant Andreu,59,el Bon Pastor,185,9015,1850
2022-01-01,9,Sant Andreu,60,Sant Andreu,186,9016,1282
2022-01-01,9,Sant Andreu,60,Sant Andreu,186,9017,1512
2022-01-01,9,Sant Andreu,60,Sant Andreu,186,9018,1462
2022-01-01,9,Sant Andreu,60,Sant Andreu,186,9019,2665
2022-01-01,9,Sant Andreu,60,Sant Andreu,186,9020,1115
2022-01-01,9,Sant Andreu,60,Sant Andreu,186,9021,1407
2022-01-01,9,Sant Andreu,60,Sant Andreu,186,9022,1268
2022-01-01,9,Sant Andreu,60,Sant Andreu,186,9023,1212
2022-01-01,9,Sant Andreu,60,Sant Andreu,187,9024,1195
2022-01-01,9,Sant Andreu,60,Sant Andreu,187,9025,1233
2022-01-01,9,Sant Andreu,60,Sant Andreu,187,9026,1477
2022-01-01,9,Sant Andreu,60,Sant Andreu,187,9027,1284
2022-01-01,9,Sant Andreu,60,Sant Andreu,188,9028,1561
2022-01-01,9,Sant Andreu,60,Sant Andreu,188,9029,1085
2022-01-01,9,Sant Andreu,60,Sant Andreu,188,9030,1451
2022-01-01,9,Sant Andreu,60,Sant Andreu,188,9031,1174
2022-01-01,9,Sant Andreu,60,Sant Andreu,189,9032,2154
2022-01-01,9,Sant Andreu,60,Sant Andreu,189,9033,3201
2022-01-01,9,Sant Andreu,60,Sant Andreu,190,9034,1406
2022-01-01,9,Sant Andreu,60,Sant Andreu,190,9035,1557
2022-01-01,9,Sant Andreu,60,Sant Andreu,190,9036,1373
2022-01-01,9,Sant Andreu,60,Sant Andreu,190,9037,1621
2022-01-01,9,Sant Andreu,60,Sant Andreu,190,9038,1736
2022-01-01,9,Sant Andreu,60,Sant Andreu,190,9039,1512
2022-01-01,9,Sant Andreu,60,Sant Andreu,191,9040,1603
2022-01-01,9,Sant Andreu,60,Sant Andreu,191,9041,1376
2022-01-01,9,Sant Andreu,60,Sant Andreu,191,9042,1247
2022-01-01,9,Sant Andreu,60,Sant Andreu,191,9043,1336
2022-01-01,9,Sant Andreu,60,Sant Andreu,191,9044,1519
2022-01-01,9,Sant Andreu,60,Sant Andreu,191,9045,1400
2022-01-01,9,Sant Andreu,60,Sant Andreu,192,9046,1330
2022-01-01,9,Sant Andreu,60,Sant Andreu,192,9047,1553
2022-01-01,9,Sant Andreu,60,Sant Andreu,192,9048,1342
2022-01-01,9,Sant Andreu,60,Sant Andreu,192,9049,1289
2022-01-01,9,Sant Andreu,60,Sant Andreu,192,9050,1493
2022-01-01,9,Sant Andreu,60,Sant Andreu,192,9051,1279
2022-01-01,9,Sant Andreu,60,Sant Andreu,192,9052,1198
2022-01-01,9,Sant Andreu,60,Sant Andreu,192,9053,1625
2022-01-01,9,Sant Andreu,60,Sant Andreu,192,9054,1072
2022-01-01,9,Sant Andreu,61,la Sagrera,193,9055,1738
2022-01-01,9,Sant Andreu,61,la Sagrera,193,9056,1095
2022-01-01,9,Sant Andreu,61,la Sagrera,193,9057,1685
2022-01-01,9,Sant Andreu,61,la Sagrera,193,9058,1525
2022-01-01,9,Sant Andreu,61,la Sagrera,193,9059,1426
2022-01-01,9,Sant Andreu,61,la Sagrera,193,9060,1339
2022-01-01,9,Sant Andreu,61,la Sagrera,193,9156,1257
2022-01-01,9,Sant Andreu,61,la Sagrera,194,9061,1593
2022-01-01,9,Sant Andreu,61,la Sagrera,194,9062,1486
2022-01-01,9,Sant Andreu,61,la Sagrera,195,9063,1143
2022-01-01,9,Sant Andreu,61,la Sagrera,195,9064,1147
2022-01-01,9,Sant Andreu,61,la Sagrera,195,9065,2086
