SSTT;Comarca;Municipi;Districte codi;Naturalesa;Concert;Estudis codi;Nivell;Avaluats;Sexe;N Avaluats
GIRONA;SELVA;TOSSA DE MAR;1720200;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;19
GIRONA;SELVA;TOSSA DE MAR;1720200;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;22
GIRONA;SELVA;TOSSA DE MAR;1720200;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;1
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;1;HAN DE REPETIR;DONA;2
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;1;HAN DE REPETIR;HOME;2
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;21
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;11
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;8
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;11
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;13
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;20
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;2;HAN DE REPETIR;DONA;5
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;2;HAN DE REPETIR;HOME;6
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;25
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;25
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;5
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;8
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;12
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;32
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;3;HAN DE REPETIR;DONA;5
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;3;HAN DE REPETIR;HOME;7
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;22
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;20
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;5
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;1
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;9
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;22
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;4;EXPEDICIÓ DEL CERTIFICAT;DONA;1
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;4;EXPEDICIÓ DEL CERTIFICAT;HOME;8
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;4;HAN DE REPETIR;DONA;3
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;4;HAN DE REPETIR;HOME;4
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;17
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;8
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;13
GIRONA;SELVA;VIDRERES;1721300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;18
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;1;HAN DE REPETIR;DONA;2
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;1;HAN DE REPETIR;HOME;2
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;22
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;20
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;4
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;7
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;4
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;2;HAN DE REPETIR;DONA;1
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;2;HAN DE REPETIR;HOME;3
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;17
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;17
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;2
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;2
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;8
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;6
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;3;HAN DE REPETIR;HOME;4
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;10
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;21
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;1
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;4
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;2
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;7
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;4;HAN DE REPETIR;DONA;4
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;4;HAN DE REPETIR;HOME;3
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;17
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;8
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;2
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;7
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;1;HAN DE REPETIR;DONA;5
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;1;HAN DE REPETIR;HOME;7
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;37
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;22
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;8
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;14
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;20
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;15
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;2;HAN DE REPETIR;DONA;3
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;2;HAN DE REPETIR;HOME;4
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;39
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;24
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;5
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;6
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;26
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;27
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;3;HAN DE REPETIR;DONA;2
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;26
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;21
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;3
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;1
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;18
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;27
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;4;EXPEDICIÓ DEL CERTIFICAT;DONA;4
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;4;EXPEDICIÓ DEL CERTIFICAT;HOME;9
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;4;HAN DE REPETIR;DONA;6
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;4;HAN DE REPETIR;HOME;12
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;37
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;14
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;23
LLEIDA;ALT URGELL;LA SEU D'URGELL;2520300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;18
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;1;HAN DE REPETIR;HOME;2
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;9
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;12
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;1
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;1
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;3
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;2;HAN DE REPETIR;DONA;1
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;2;HAN DE REPETIR;HOME;2
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;8
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;4
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;1
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;4
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;3
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;3;HAN DE REPETIR;HOME;1
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;4
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;5
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;4;HAN DE REPETIR;HOME;1
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;8
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;4
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;2
LLEIDA;ALT URGELL;OLIANA;2514900;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;1
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;1;HAN DE REPETIR;DONA;1
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;1;HAN DE REPETIR;HOME;5
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;20
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;14
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;5
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;1
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;5
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;2;HAN DE REPETIR;DONA;2
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;2;HAN DE REPETIR;HOME;1
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;14
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;6
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;1
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;2
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;4
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;7
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;3;HAN DE REPETIR;DONA;1
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;3;HAN DE REPETIR;HOME;1
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;18
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;8
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;4
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;6
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;4;HAN DE REPETIR;DONA;6
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;4;HAN DE REPETIR;HOME;5
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;9
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;6
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;4
LLEIDA;ALTA RIBAGORÇA;EL PONT DE SUERT;2517300;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;6
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;8
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;13
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;2
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;4
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;3
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;2;HAN DE REPETIR;HOME;1
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;5
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;6
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;3
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;4
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;5
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;1
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;3
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;4
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;8
LLEIDA;GARRIGUES;LA GRANADELLA;2510100;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;10
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;11
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;8
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;3
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;5
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;2
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;7
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;2;HAN DE REPETIR;DONA;4
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;2;HAN DE REPETIR;HOME;5
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;15
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;17
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;4
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;1
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;7
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;3;HAN DE REPETIR;DONA;3
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;3;HAN DE REPETIR;HOME;2
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;15
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;10
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;2
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;3
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;10
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;4;HAN DE REPETIR;HOME;2
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;21
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;16
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;1
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;1
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PÚBLIC;NO;ESO;1;HAN DE REPETIR;DONA;5
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PÚBLIC;NO;ESO;1;HAN DE REPETIR;HOME;9
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;34
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;35
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;6
LLEIDA;GARRIGUES;LES BORGES BLANQUES;2505800;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;3
