SSTT;Comarca;Municipi;Districte codi;Naturalesa;Concert;Estudis codi;Nivell;Avaluats;Sexe;N Avaluats
CATALUNYA CENTRAL;OSONA;VIC;0829800;PRIVAT;SI;ESO;4;HAN DE REPETIR;DONA;3
CATALUNYA CENTRAL;OSONA;VIC;0829800;PRIVAT;SI;ESO;4;HAN DE REPETIR;HOME;7
CATALUNYA CENTRAL;OSONA;VIC;0829800;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;116
CATALUNYA CENTRAL;OSONA;VIC;0829800;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;109
CATALUNYA CENTRAL;OSONA;VIC;0829800;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;15
CATALUNYA CENTRAL;OSONA;VIC;0829800;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;29
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;1;HAN DE REPETIR;DONA;11
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;1;HAN DE REPETIR;HOME;13
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;71
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;43
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;10
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;12
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;35
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;44
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;2;HAN DE REPETIR;DONA;6
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;2;HAN DE REPETIR;HOME;15
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;52
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;37
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;8
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;7
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;37
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;33
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;3;HAN DE REPETIR;DONA;9
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;3;HAN DE REPETIR;HOME;6
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;66
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;59
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;8
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;7
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;22
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;31
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;4;EXPEDICIÓ DEL CERTIFICAT;DONA;1
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;4;EXPEDICIÓ DEL CERTIFICAT;HOME;4
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;4;HAN DE REPETIR;DONA;12
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;4;HAN DE REPETIR;HOME;10
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;69
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;71
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;11
CATALUNYA CENTRAL;OSONA;VIC;0829800;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;15
CATALUNYA CENTRAL;SOLSONÈS;SANT LLORENÇ DE MORUNYS;2519300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;3
CATALUNYA CENTRAL;SOLSONÈS;SANT LLORENÇ DE MORUNYS;2519300;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;5
CATALUNYA CENTRAL;SOLSONÈS;SANT LLORENÇ DE MORUNYS;2519300;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;2
CATALUNYA CENTRAL;SOLSONÈS;SANT LLORENÇ DE MORUNYS;2519300;PÚBLIC;NO;ESO;2;HAN DE REPETIR;DONA;1
CATALUNYA CENTRAL;SOLSONÈS;SANT LLORENÇ DE MORUNYS;2519300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;5
CATALUNYA CENTRAL;SOLSONÈS;SANT LLORENÇ DE MORUNYS;2519300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;2
CATALUNYA CENTRAL;SOLSONÈS;SANT LLORENÇ DE MORUNYS;2519300;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;1
CATALUNYA CENTRAL;SOLSONÈS;SANT LLORENÇ DE MORUNYS;2519300;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;4
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;1;HAN DE REPETIR;DONA;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;1;HAN DE REPETIR;HOME;3
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;20
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;20
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;2
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;3
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;3
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;3
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;22
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;25
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;6
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;6
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;16
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;24
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;2
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;2
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;2
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;5
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;4;EXPEDICIÓ DEL CERTIFICAT;HOME;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;4;HAN DE REPETIR;HOME;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;26
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;19
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;4
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;1;HAN DE REPETIR;DONA;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;1;HAN DE REPETIR;HOME;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;39
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;27
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;7
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;10
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;4
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;11
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;2;HAN DE REPETIR;DONA;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;2;HAN DE REPETIR;HOME;2
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;22
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;19
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;3
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;9
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;2
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;13
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;3;HAN DE REPETIR;DONA;3
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;3;HAN DE REPETIR;HOME;5
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;32
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;14
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;4
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;5
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;7
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;6
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;4;EXPEDICIÓ DEL CERTIFICAT;HOME;2
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;4;HAN DE REPETIR;DONA;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;4;HAN DE REPETIR;HOME;1
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;32
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;28
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;4
CATALUNYA CENTRAL;SOLSONÈS;SOLSONA;2520700;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;3
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;1;HAN DE REPETIR;DONA;1
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;12
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;12
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;2
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;1
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;2
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;12
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;6
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;1
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;5
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;2
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;2
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;10
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;12
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;2
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;1
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;5
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;4;HAN DE REPETIR;HOME;2
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;7
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;12
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;4
CATALUNYA CENTRAL;VALLÈS ORIENTAL;CASTELLTERÇOL;0806400;PÚBLIC;NO;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;3
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;1;HAN DE REPETIR;DONA;2
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;1;HAN DE REPETIR;HOME;14
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;106
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;82
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;8
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;22
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;32
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;30
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;2;HAN DE REPETIR;DONA;4
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;2;HAN DE REPETIR;HOME;12
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;84
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;71
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;11
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;22
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;2;PROMOCIÓ AMB PENDENTS;DONA;39
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;2;PROMOCIÓ AMB PENDENTS;HOME;46
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;3;HAN DE REPETIR;DONA;4
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;3;HAN DE REPETIR;HOME;8
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;96
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;65
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;7
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;3;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;11
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;3;PROMOCIÓ AMB PENDENTS;DONA;49
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;3;PROMOCIÓ AMB PENDENTS;HOME;65
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;4;EXPEDICIÓ DEL CERTIFICAT;DONA;4
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;4;EXPEDICIÓ DEL CERTIFICAT;HOME;13
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;4;HAN DE REPETIR;DONA;4
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;4;HAN DE REPETIR;HOME;21
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;93
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;73
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;36
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PRIVAT;SI;ESO;4;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;38
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;1;HAN DE REPETIR;DONA;14
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;1;HAN DE REPETIR;HOME;21
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;38
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;34
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;5
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;1;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;13
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;DONA;59
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;1;PROMOCIÓ AMB PENDENTS;HOME;80
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;2;HAN DE REPETIR;DONA;11
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;2;HAN DE REPETIR;HOME;30
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;DONA;53
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS JUNY;HOME;38
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;DONA;12
CONSORCI D'EDUCACIÓ DE BARCELONA;BARCELONÈS;BARCELONA;0801901;PÚBLIC;NO;ESO;2;PROMO/GRADUA SENSE PENDENTS SETEMBRE;HOME;13
