Comarca codi,Comarca,SSTT codi,SSTT,Municipi codi,Municipi,Districte codi,Naturalesa,Estudis,Nivell,Sexe,Promo/gradua sense pendents juny,'Avaluats',N Avaluats estudi
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08240,SANT SADURNÍ D'ANOIA,0824000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Certificats sense graduar (4rt ESO),Certificats sense graduar (4rt ESO),3
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08240,SANT SADURNÍ D'ANOIA,0824000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,61
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08240,SANT SADURNÍ D'ANOIA,0824000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,31
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08240,SANT SADURNÍ D'ANOIA,0824000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Repeteixen,Repeteixen,11
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua amb pendents,Promo/gradua amb pendents,9
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,20
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,7
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Repeteixen,Repeteixen,1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua amb pendents,Promo/gradua amb pendents,18
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,20
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,15
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Repeteixen,Repeteixen,1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua amb pendents,Promo/gradua amb pendents,16
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,23
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,10
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Repeteixen,Repeteixen,1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua amb pendents,Promo/gradua amb pendents,18
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,14
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,16
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Repeteixen,Repeteixen,1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua amb pendents,Promo/gradua amb pendents,15
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,24
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,5
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua amb pendents,Promo/gradua amb pendents,23
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,21
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,10
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Repeteixen,Repeteixen,1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Certificats sense graduar (4rt ESO),Certificats sense graduar (4rt ESO),2
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,31
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,4
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Repeteixen,Repeteixen,1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Certificats sense graduar (4rt ESO),Certificats sense graduar (4rt ESO),11
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,22
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08251,SANTA MARGARIDA I ELS MONJOS,0825100,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Repeteixen,Repeteixen,1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua amb pendents,Promo/gradua amb pendents,9
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,83
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,9
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Repeteixen,Repeteixen,3
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua amb pendents,Promo/gradua amb pendents,13
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,56
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,11
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Repeteixen,Repeteixen,6
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua amb pendents,Promo/gradua amb pendents,19
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,56
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,7
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Repeteixen,Repeteixen,4
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua amb pendents,Promo/gradua amb pendents,19
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,62
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,16
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Repeteixen,Repeteixen,5
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua amb pendents,Promo/gradua amb pendents,15
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,64
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,5
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Repeteixen,Repeteixen,1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua amb pendents,Promo/gradua amb pendents,22
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,54
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,13
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Certificats sense graduar (4rt ESO),Certificats sense graduar (4rt ESO),2
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,69
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,14
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Repeteixen,Repeteixen,2
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Certificats sense graduar (4rt ESO),Certificats sense graduar (4rt ESO),1
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,51
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,13
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PRIVAT,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Repeteixen,Repeteixen,3
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua amb pendents,Promo/gradua amb pendents,40
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,126
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,17
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Repeteixen,Repeteixen,4
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua amb pendents,Promo/gradua amb pendents,75
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,86
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,25
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Repeteixen,Repeteixen,16
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua amb pendents,Promo/gradua amb pendents,50
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,107
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,16
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Repeteixen,Repeteixen,3
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua amb pendents,Promo/gradua amb pendents,93
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,80
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,19
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Repeteixen,Repeteixen,6
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua amb pendents,Promo/gradua amb pendents,69
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,89
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,12
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Repeteixen,Repeteixen,10
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua amb pendents,Promo/gradua amb pendents,94
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,45
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,22
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,Repeteixen,Repeteixen,14
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Certificats sense graduar (4rt ESO),Certificats sense graduar (4rt ESO),16
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,116
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,21
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,Repeteixen,Repeteixen,9
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Certificats sense graduar (4rt ESO),Certificats sense graduar (4rt ESO),37
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,90
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,36
03,ALT PENEDÈS,0208,BARCELONA COMARQUES,08305,VILAFRANCA DEL PENEDÈS,0830500,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,Repeteixen,Repeteixen,16
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,0
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,0
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,0
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,0
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,0
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,0
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,0
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,0
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents juny,Promo/gradua sense pendents juny,0
04,ALT URGELL,0125,LLEIDA,25140,MONTFERRER I CASTELLBÒ,2514000,PÚBLIC,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,Promo/gradua sense pendents setembre,Promo/gradua sense pendents setembre,0
