Àrea teritorial codi,Àrea territorial,Comarca codi,Comarca,Municipi codi,Municipi,Districte codi,Naturalesa,Titularitat,Estudis,Curs,Sexe,Concert,Resultat de l'avaluació,Nombre d'avaluats
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Alumnes avaluats,119
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,No promocionen,6
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de juny,83
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de setembre,12
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen amb pendents,18
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Alumnes avaluats,141
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,No promocionen,5
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de juny,87
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de setembre,12
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen amb pendents,37
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Alumnes avaluats,138
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,No promocionen,8
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de juny,101
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de setembre,11
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen amb pendents,18
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Alumnes avaluats,118
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,No promocionen,16
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de juny,57
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de setembre,14
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen amb pendents,31
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Alumnes avaluats,126
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,No promocionen,2
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de juny,103
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de setembre,17
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,S'ha expedit certificat,4
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Alumnes avaluats,111
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,No promocionen,4
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de juny,79
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de setembre,21
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,FUNDACIONS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,S'ha expedit certificat,7
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Alumnes avaluats,132
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,No promocionen,1
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen al mes de juny,116
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen al mes de setembre,8
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen amb pendents,7
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Alumnes avaluats,139
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,No promocionen,6
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen al mes de juny,96
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen al mes de setembre,21
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen amb pendents,16
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Alumnes avaluats,134
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,No promocionen,3
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de juny,101
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de setembre,13
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen amb pendents,17
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Alumnes avaluats,146
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,No promocionen,8
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de juny,103
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de setembre,6
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen amb pendents,29
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Alumnes avaluats,138
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,No promocionen,7
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de juny,84
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de setembre,11
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen amb pendents,36
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Alumnes avaluats,123
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,No promocionen,6
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de juny,67
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de setembre,8
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen amb pendents,42
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Alumnes avaluats,144
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,No promocionen,5
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de juny,109
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de setembre,29
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,S'ha expedit certificat,1
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Alumnes avaluats,120
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,No promocionen,7
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de juny,89
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,ORDES I CONGREGACIONS CATÒLICS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de setembre,24
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Alumnes avaluats,96
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,No promocionen,1
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen al mes de juny,80
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen al mes de setembre,5
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,DONA,SI,Promocionen amb pendents,10
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Alumnes avaluats,117
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,No promocionen,5
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen al mes de juny,91
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen al mes de setembre,6
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,1,HOME,SI,Promocionen amb pendents,15
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Alumnes avaluats,99
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,No promocionen,2
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de juny,80
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen al mes de setembre,9
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,DONA,SI,Promocionen amb pendents,8
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Alumnes avaluats,114
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,No promocionen,4
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de juny,65
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen al mes de setembre,20
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,2,HOME,SI,Promocionen amb pendents,25
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Alumnes avaluats,93
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,No promocionen,1
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de juny,70
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen al mes de setembre,9
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,DONA,SI,Promocionen amb pendents,13
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Alumnes avaluats,108
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,No promocionen,5
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de juny,68
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen al mes de setembre,11
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,3,HOME,SI,Promocionen amb pendents,24
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Alumnes avaluats,100
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,No promocionen,2
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de juny,87
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,DONA,SI,Promocionen al mes de setembre,11
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Alumnes avaluats,107
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,No promocionen,6
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de juny,79
0108,CONSORCI D'EDUCACIÓ DE BARCELONA,13,BARCELONÈS,08019,BARCELONA,0801909,PRIVAT,SOCIETATS MERCANTILS,EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA,4,HOME,SI,Promocionen al mes de setembre,21
